,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
10752,12100,C,9,H,12,,,,,,,,,,,
10753,12101,C,8,H,10,O,,,,,,,,,,
10754,12102,C,8,H,9,Cl,,,,,,,,,,
10755,12103,C,7,H,6,Cl,2,,,,,,,,,
10756,12104,C,8,H,7,N,,,,,,,,,,
10757,12105,C,8,H,8,O,,,,,,,,,,
10758,12106,C,21,H,21,O,3,P,,,,,,,,
10759,12107,C,9,H,11,NO,,,,,,,,,,
10760,12108,C,8,H,7,ClO,2,,,,,,,,,
10761,12109,C,13,H,13,N,,,,,,,,,,
10762,12110,C,12,H,9,NO,3,,,,,,,,,
10763,12111,C,13,H,12,O,2,,,,,,,,,
10764,12112,C,12,H,11,N,,,,,,,,,,
10765,12113,C,18,H,23,ClN,2,O,2,,,,,,,
10766,12115,C,9,H,12,N,2,O,,,,,,,,
10767,12116,C,14,H,14,OS,,,,,,,,,,
10768,12117,C,14,H,14,N,2,,,,,,,,,
10769,12118,C,12,H,17,NO,,,,,,,,,,
10770,12119,C,8,H,11,NO,,,,,,,,,,
10771,12120,C,8,H,11,NO,,,,,,,,,,
10772,12121,C,9,H,10,O,2,,,,,,,,,
10773,12122,C,8,H,8,O,3,,,,,,,,,
10774,12123,C,8,H,8,BrNO,,,,,,,,,,
10775,12124,C,8,H,9,NO,2,,,,,,,,,
10776,12125,C,8,H,6,N,2,O,2,,,,,,,
10777,12126,C,9,H,10,O,3,,,,,,,,,
10778,12127,C,8,H,8,O,3,,,,,,,,,
10779,12128,C,6,H,13,ClO,2,,,,,,,,,
10780,12129,C,6,H,14,O,3,,,,,,,,,
10781,12130,C,6,H,14,N,2,O,,,,,,,,
10782,12131,C,21,H,38,O,6,,,,,,,,,
10783,12132,C,14,H,12,N,2,,,,,,,,,
10784,12133,C,15,H,33,N,,,,,,,,,,
10785,12134,C,15,H,33,BO,3,,,,,,,,,
10786,12135,C,9,H,9,NO,,,,,,,,,,
10787,12136,C,8,H,9,NO,2,,,,,,,,,
10788,12137,C,13,H,13,N,3,,,,,,,,,
10789,12138,C,14,H,16,N,2,,,,,,,,,
10790,12140,C,15,H,16,O,3,,,,,,,,,
10791,12141,C,9,H,12,O,2,,,,,,,,,
10792,12142,C,8,H,7,Cl,,,,,,,,,,
10793,12143,C,7,H,7,NO,,,,,,,,,,
10794,12144,C,8,H,10,S,,,,,,,,,,
10795,12145,C,7,H,5,Cl,2,N,,,,,,,,
10796,12146,C,8,H,14,O,2,,,,,,,,,
10797,12147,C,8,H,8,INO,,,,,,,,,,
10798,12148,C,8,H,10,N,2,O,,,,,,,,
10799,12149,C,8,H,7,NS,,,,,,,,,,
10800,12150,C,8,H,10,O,2,,,,,,,,,
10801,12152,C,7,H,7,N,3,,,,,,,,,
10802,12153,C,9,H,13,N,,,,,,,,,,
10803,12154,C,7,H,8,N,2,O,,,,,,,,
10804,12155,C,9,H,12,O,,,,,,,,,,
10805,12156,C,8,H,9,ClO,,,,,,,,,,
10806,12157,C,6,H,8,BrClN,2,,,,,,,,,
10807,12158,C,6,H,7,BrN,2,,,,,,,,,
10808,12159,C,7,H,17,NO,,,,,,,,,,
10809,12160,C,9,H,12,,,,,,,,,,,
10810,12161,C,9,H,10,,,,,,,,,,,
10811,12162,C,7,H,4,BrN,,,,,,,,,,
10812,12163,C,7,H,4,ClN,,,,,,,,,,
10813,12164,C,6,H,5,ClHgO,,,,,,,,,,
10814,12165,C,8,H,11,N,,,,,,,,,,
10815,12166,C,7,H,7,NO,,,,,,,,,,
10816,12167,C,7,H,7,ClO,,,,,,,,,,
10817,12168,C,8,H,8,O,3,,,,,,,,,
10818,12169,C,7,H,7,NO,2,,,,,,,,,
10819,12170,C,7,H,8,O,3,,,,,,,,,
10820,12171,C,8,H,8,Cl,2,,,,,,,,,
10821,12172,C,8,H,4,N,2,,,,,,,,,
10822,12173,C,8,H,6,O,2,,,,,,,,,
10823,12174,C,7,H,6,O,2,,,,,,,,,
10824,12175,C,4,H,10,ClNO,2,,,,,,,,,
10825,12176,C,4,H,9,NO,2,,,,,,,,,
10826,12177,C,6,H,10,O,,,,,,,,,,
10827,12178,C,6,H,14,O,,,,,,,,,,
10828,12179,C,5,H,8,O,2,,,,,,,,,
10829,12180,C,5,H,10,O,2,,,,,,,,,
10830,12181,C,5,H,8,O,2,,,,,,,,,
10831,12182,C,5,H,6,O,2,,,,,,,,,
10832,12183,C,4,H,7,IO,2,,,,,,,,,
10833,12184,C,4,H,8,O,3,,,,,,,,,
10834,12185,C,4,H,8,O,2,S,,,,,,,,
10835,12186,C,7,H,16,O,,,,,,,,,,
10836,12187,C,7,H,14,O,,,,,,,,,,
10837,12189,C,8,H,10,O,3,,,,,,,,,
10838,12190,C,5,H,12,O,3,,,,,,,,,
10839,12191,C,6,H,10,O,2,,,,,,,,,
10840,12192,C,4,H,6,N,2,O,2,,,,,,,
10841,12193,C,4,H,7,N,2,O,2,+,,,,,,
10842,12194,C,5,H,12,N,2,O,,,,,,,,
10843,12195,C,5,H,11,NO,2,,,,,,,,,
10844,12196,C,5,H,10,OS,2,,,,,,,,,
10845,12197,C,4,H,10,O,3,S,,,,,,,,
10846,12198,C,7,H,12,O,4,,,,,,,,,
10847,12199,C,6,H,13,NO,2,,,,,,,,,
10848,12200,C,3,H,6,N,2,O,7,,,,,,,
10849,12201,C,8,H,12,O,4,,,,,,,,,
10850,12202,C,9,H,20,O,,,,,,,,,,
10851,12203,C,10,H,20,O,,,,,,,,,,
10852,12204,C,13,H,24,O,4,,,,,,,,,
10853,12205,C,6,H,10,Cl,2,N,2,,,,,,,
10854,12206,C,6,H,12,O,2,,,,,,,,,
10855,12207,C,7,H,7,I,,,,,,,,,,
10856,12208,C,6,H,4,I,2,,,,,,,,,
10857,12209,C,7,H,14,O,2,,,,,,,,,
10858,12210,C,8,H,16,O,,,,,,,,,,
10859,12211,C,3,H,7,NO,5,,,,,,,,,
10860,12212,C,7,H,15,NO,,,,,,,,,,
10861,12213,C,5,H,11,N,3,O,,,,,,,,
10862,12214,C,6,H,12,O,5,,,,,,,,,
10863,12215,C,6,H,8,O,4,,,,,,,,,
10864,12216,C,9,H,20,O,,,,,,,,,,
10865,12217,C,8,H,16,O,2,,,,,,,,,
10866,12218,C,3,H,10,ClN,,,,,,,,,,
10867,12219,C,3,H,9,N,,,,,,,,,,
10868,12220,CH,3,CHCHCH,3,,,,,,,,,,,
10869,12221,C,3,H,3,Cl,,,,,,,,,,
10870,12222,C,3,H,2,O,,,,,,,,,,
10871,12223,C,2,H,4,F,2,,,,,,,,,
10872,12224,C,2,H,4,I,2,,,,,,,,,
10873,12225,C,2,H,5,IO,,,,,,,,,,
10874,12226,C,3,H,5,N,,,,,,,,,,
10875,12227,CH,4,N,2,O,,,,,,,,,,
10876,12228,CH,3,NCO,,,,,,,,,,,,
10877,12229,CH,4,N,2,O,,,,,,,,,,
10878,12230,C,3,H,8,S,,,,,,,,,,
10879,12231,CH,3,NO,2,,,,,,,,,,,
10880,12232,C,2,H,6,S,2,,,,,,,,,
10881,12233,C,6,H,14,O,,,,,,,,,,
10882,12234,C,5,H,14,NS+,,,,,,,,,,
10883,12235,C,7,H,16,O,,,,,,,,,,
10884,12236,C,9,H,23,NO,6,P,2,,,,,,,
10885,12237,C,7,H,19,NO,6,P,2,,,,,,,
10886,12238,C,7,H,14,O,2,,,,,,,,,
10887,12239,C,8,H,18,O,4,S,,,,,,,,
10888,12240,C,7,H,16,O,,,,,,,,,,
10889,12241,C,4,H,5,Cl,3,O,2,,,,,,,
10890,12242,C,8,H,18,O,,,,,,,,,,
10891,12243,C,6,H,12,,,,,,,,,,,
10892,12244,C,5,H,9,N,,,,,,,,,,
10893,12245,C,5,H,11,Cl,,,,,,,,,,
10894,12246,C,5,H,13,N,,,,,,,,,,
10895,12247,C,5,H,10,O,,,,,,,,,,
10896,12248,C,5,H,8,O,,,,,,,,,,
10897,12249,C,5,H,13,N,,,,,,,,,,
10898,12250,C,5,H,12,O,,,,,,,,,,
10899,12251,C,3,H,6,O,3,,,,,,,,,
10900,12252,C,2,H,5,NO,3,,,,,,,,,
10901,12253,C,4,H,9,NO,,,,,,,,,,
10902,12254,C,3,H,8,N,2,O,,,,,,,,
10903,12256,C,5,H,12,O,,,,,,,,,,
10904,12257,C,4,H,8,O,2,,,,,,,,,
10905,12259,C,2,H,5,NO,3,,,,,,,,,
10906,12260,C,7,H,14,,,,,,,,,,,
10907,12261,C,5,H,10,Cl,2,,,,,,,,,
10908,12262,C,5,H,12,O,2,,,,,,,,,
10909,12263,C,4,H,7,NO,2,,,,,,,,,
10910,12264,C,6,H,14,S,,,,,,,,,,
10911,12265,C,6,H,9,N,,,,,,,,,,
10912,12266,C,6,H,8,O,,,,,,,,,,
10913,12267,C,4,H,4,F,6,N,2,O,,,,,,
10914,12268,C,7,H,7,I,,,,,,,,,,
10915,12269,C,6,H,4,ClI,,,,,,,,,,
10916,12270,C,6,H,4,I,2,,,,,,,,,
10917,12271,C,6,H,6,IN,,,,,,,,,,
10918,12272,C,6,H,5,IO,,,,,,,,,,
10919,12274,C,5,H,3,Br,2,N,,,,,,,,
10920,12275,C,8,H,8,Cl,2,,,,,,,,,
10921,12276,C,8,H,4,N,2,,,,,,,,,
10922,12277,C,8,H,19,N,,,,,,,,,,
10923,12278,C,7,H,14,O,2,,,,,,,,,
10924,12279,C,6,H,3,Br,3,,,,,,,,,
10925,12280,C,6,H,4,Br,2,O,,,,,,,,
10926,12281,C,6,H,5,Cl,2,N,,,,,,,,
10927,12282,C,6,H,3,I,3,,,,,,,,,
10928,12283,C,5,H,6,N,2,O,2,,,,,,,
10929,12284,C,6,H,10,O,4,,,,,,,,,
10930,12285,C,7,H,10,O,3,,,,,,,,,
10931,12286,C,5,H,4,BrN,,,,,,,,,,
10932,12287,C,5,H,4,ClN,,,,,,,,,,
10933,12288,C,5,H,4,ClN,,,,,,,,,,
10934,12289,C,6,H,11,I,,,,,,,,,,
10935,12290,C,5,H,5,NO,,,,,,,,,,
10936,12291,C,6,H,13,N,,,,,,,,,,
10937,12292,C,7,H,12,O,4,,,,,,,,,
10938,12293,C,9,H,18,O,2,,,,,,,,,
10939,12294,C,10,H,20,O,2,,,,,,,,,
10940,12295,C,8,H,14,O,4,,,,,,,,,
10941,12296,C,6,H,14,O,,,,,,,,,,
10942,12297,C,6,H,14,O,,,,,,,,,,
10943,12298,C,5,H,11,NO,,,,,,,,,,
10944,12299,C,5,H,8,O,2,,,,,,,,,
10945,12300,C,4,H,7,ClO,2,,,,,,,,,
10946,12301,C,4,H,8,O,3,,,,,,,,,
10947,12302,C,4,H,9,NO,2,,,,,,,,,
10948,12303,C,4,H,10,N,2,O,,,,,,,,
10949,12304,C,6,H,14,O,,,,,,,,,,
10950,12305,C,3,H,4,Cl,2,O,2,,,,,,,
10951,12306,C,4,H,9,NO,2,,,,,,,,,
10952,12307,C,3,H,7,NO,3,,,,,,,,,
10953,12308,C,3,H,7,BrO,,,,,,,,,,
10954,12309,C,5,H,8,,,,,,,,,,,
10955,12310,C,5,H,8,,,,,,,,,,,
10956,12311,C,4,H,5,Cl,,,,,,,,,,
10957,12312,C,4,H,5,Cl,,,,,,,,,,
10958,12313,C,3,H,7,ClO,,,,,,,,,,
10959,12314,C,3,H,6,I,2,,,,,,,,,
10960,12315,C,4,H,11,N,,,,,,,,,,
10961,12316,C,3,H,7,ClO,,,,,,,,,,
10962,12317,C,3,H,7,FO,,,,,,,,,,
10963,12318,C,4,H,10,Hg,,,,,,,,,,
10964,12319,C,3,H,7,NO,,,,,,,,,,
10965,12320,C,4,H,8,S,,,,,,,,,,
10966,12321,C,4,H,6,S,,,,,,,,,,
10967,12322,C,8,H,14,,,,,,,,,,,
10968,12323,C,7,H,16,O,,,,,,,,,,
10969,12324,C,4,H,2,Cl,2,O,2,,,,,,,
10970,12325,C,5,H,7,Cl,2,NO,2,S,,,,,,
10971,12326,C,6,H,15,ClN,4,O,2,,,,,,,
10972,12327,C,13,H,26,O,2,,,,,,,,,
10973,12328,C,7,H,12,O,4,,,,,,,,,
10974,12329,C,8,H,14,O,4,,,,,,,,,
10975,12330,C,8,H,16,,,,,,,,,,,
10976,12331,C,7,H,16,O,,,,,,,,,,
10977,12332,C,6,H,13,NO,,,,,,,,,,
10978,12333,C,5,H,11,NO,2,,,,,,,,,
10979,12334,C,5,H,9,ClO,2,,,,,,,,,
10980,12335,C,5,H,11,I,,,,,,,,,,
10981,12336,C,4,H,6,ClN,,,,,,,,,,
10982,12337,C,4,H,8,I,2,,,,,,,,,
10983,12338,C,5,H,12,O,,,,,,,,,,
10984,12339,C,5,H,12,S,,,,,,,,,,
10985,12340,C,5,H,12,O,,,,,,,,,,
10986,12341,C,4,H,9,ClO,,,,,,,,,,
10987,12342,C,2,H,4,N,2,O,2,,,,,,,
10988,12343,C,6,H,8,,,,,,,,,,,
10989,12344,C,7,H,14,O,2,,,,,,,,,
10990,12345,C,5,H,8,O,4,,,,,,,,,
10991,12346,C,8,H,18,O,,,,,,,,,,
10992,12347,C,8,H,17,Cl,,,,,,,,,,
10993,12348,C,7,H,14,O,2,,,,,,,,,
10994,12349,C,5,H,11,NO,3,,,,,,,,,
10995,12350,C,7,H,12,,,,,,,,,,,
10996,12352,C,6,H,11,N,,,,,,,,,,
10997,12353,C,5,H,10,Cl,2,,,,,,,,,
10998,12354,C,5,H,10,I,2,,,,,,,,,
10999,12355,C,6,H,14,O,,,,,,,,,,
11000,12356,C,4,H,8,O,3,,,,,,,,,
11001,12357,C,5,H,9,NS,,,,,,,,,,
11002,12358,C,6,H,14,Hg,,,,,,,,,,
11003,12359,C,2,HgN,2,O,2,,,,,,,,,
11004,12360,CNO-,,,,,,,,,,,,,,
11005,12361,C,4,H,9,ClO,2,,,,,,,,,
11006,12362,C,4,H,10,O,3,,,,,,,,,
11007,12363,C,7,H,12,,,,,,,,,,,
11008,12364,C,6,H,12,N,2,O,2,,,,,,,
11009,12365,CH,2,N,2,O,6,,,,,,,,,
11010,12366,C,18,H,36,O,2,,,,,,,,,
11011,12367,C,9,H,20,O,,,,,,,,,,
11012,12368,C,6,H,12,Br,2,,,,,,,,,
11013,12369,C,7,H,15,Br,,,,,,,,,,
11014,12370,C,8,H,14,,,,,,,,,,,
11015,12371,C,7,H,15,Cl,,,,,,,,,,
11016,12372,C,7,H,13,N,,,,,,,,,,
11017,12373,C,6,H,12,I,2,,,,,,,,,
11018,12375,C,6,H,14,O,2,,,,,,,,,
11019,12376,C,4,H,6,O,4,,,,,,,,,
11020,12377,C,6,H,14,S,2,,,,,,,,,
11021,12378,C,8,H,8,,,,,,,,,,,
11022,12380,C,8,H,17,I,,,,,,,,,,
11023,12381,C,7,H,16,O,2,,,,,,,,,
11024,12382,C,8,H,18,Hg,,,,,,,,,,
11025,12383,C,6,H,12,Cl,2,O,,,,,,,,
11026,12384,C,7,H,14,O,4,,,,,,,,,
11027,12385,C,8,H,12,N,2,,,,,,,,,
11028,12386,C,8,H,18,S,2,,,,,,,,,
11029,12387,C,8,H,17,NO,2,,,,,,,,,
11030,12388,C,13,H,28,,,,,,,,,,,
11031,12389,C,14,H,30,,,,,,,,,,,
11032,12390,C,13,H,25,N,,,,,,,,,,
11033,12391,C,15,H,32,,,,,,,,,,,
11034,12392,C,14,H,30,O,,,,,,,,,,
11035,12393,C,18,H,36,O,2,,,,,,,,,
11036,12394,C,15,H,31,Br,,,,,,,,,,
11037,12395,C,16,H,32,,,,,,,,,,,
11038,12396,C,16,H,30,,,,,,,,,,,
11039,12397,C,15,H,32,O,,,,,,,,,,
11040,12398,C,17,H,36,,,,,,,,,,,
11041,12399,C,16,H,34,O,,,,,,,,,,
11042,12400,C,31,H,62,O,2,,,,,,,,,
11043,12401,C,19,H,40,,,,,,,,,,,
11044,12402,C,18,H,37,I,,,,,,,,,,
11045,12403,C,21,H,44,,,,,,,,,,,
11046,12404,C,20,H,42,O,,,,,,,,,,
11047,12405,C,22,H,46,,,,,,,,,,,
11048,12406,C,25,H,52,,,,,,,,,,,
11049,12407,C,26,H,54,,,,,,,,,,,
11050,12408,C,28,H,58,,,,,,,,,,,
11051,12409,C,29,H,60,,,,,,,,,,,
11052,12410,C,31,H,64,,,,,,,,,,,
11053,12411,C,33,H,68,,,,,,,,,,,
11054,12412,C,36,H,74,,,,,,,,,,,
11055,12413,C,35,H,72,,,,,,,,,,,
11056,12415,C,5,H,11,Br,,,,,,,,,,
11057,12416,C,5,H,9,N,,,,,,,,,,
11058,12417,C,5,H,10,O,,,,,,,,,,
11059,12418,Cl,3,CCH,2,Cl,,,,,,,,,,
11060,12419,C,27,H,40,O,4,,,,,,,,,
11061,12420,C,29,H,44,O,12,,,,,,,,,
11062,12422,C,28,H,32,O,9,S,,,,,,,,
11063,12423,CIN,3,O,6,,,,,,,,,,,
11064,12424,C,25,H,20,,,,,,,,,,,
11065,12426,C,8,H,20,Si,,,,,,,,,,
11066,12427,C,16,H,27,ClN,2,O,2,,,,,,,
11067,12428,C,16,H,26,N,2,O,2,,,,,,,
11068,12429,C,12,H,28,IN,,,,,,,,,,
11069,12430,C,8,H,21,NO,5,,,,,,,,,
11070,12431,C,8,H,20,NO,4,+,,,,,,,,
11071,12432,C,2,H,7,NO,2,,,,,,,,,
11072,12433,C,2,H,2,Br,2,O,2,,,,,,,
11073,12434,C,4,H,9,NS,,,,,,,,,,
11074,12435,C,4,H,10,N,2,O,,,,,,,,
11075,12436,C,3,H,2,Cl,4,O,,,,,,,,
11076,12437,C,5,H,12,N,2,O,,,,,,,,
11077,12438,C,7,H,6,O,5,S,,,,,,,,
11078,12439,C,9,H,10,O,2,,,,,,,,,
11079,12440,C,19,H,20,ClNO,4,,,,,,,,,
11080,12441,C,19,H,19,NO,4,,,,,,,,,
11081,12442,C,8,H,2,Cl,4,O,4,,,,,,,
11082,12443,C,8,Br,4,O,3,,,,,,,,,
11083,12444,C,14,H,7,BrO,2,,,,,,,,,
11084,12446,C,14,H,21,NO,4,,,,,,,,,
11085,12447,C,20,H,20,ClN,3,,,,,,,,,
11086,12448,C,20,H,19,N,3,,,,,,,,,
11087,12449,C,27,H,34,N,2,O,4,S,,,,,,
11088,12450,C,27,H,33,N,2,+,,,,,,,,
11089,12451,C,30,H,50,O,2,,,,,,,,,
11090,12452,C,19,H,24,O,2,,,,,,,,,
11091,12453,C,22,H,27,Cl,3,N,2,OS,,,,,,
11092,12454,C,22,H,25,ClN,2,OS,,,,,,,,
11093,12455,C,19,H,22,O,2,,,,,,,,,
11094,12456,C,20,H,18,ClNO,4,,,,,,,,,
11095,12457,C,20,H,19,NO,8,S,,,,,,,,
11096,12459,C,10,H,7,ClO,,,,,,,,,,
11097,12460,C,12,H,17,NO,,,,,,,,,,
11098,12461,C,13,H,12,O,,,,,,,,,,
11099,12462,C,9,H,12,O,3,,,,,,,,,
11100,12463,C,6,H,2,Cl,4,,,,,,,,,
11101,12464,C,6,H,4,Cl,3,N,,,,,,,,
11102,12465,C,6,H,2,I,4,,,,,,,,,
11103,12466,C,6,H,3,Cl,4,N,,,,,,,,
11104,12467,C,6,H,2,Br,4,,,,,,,,,
11105,12468,C,6,H,2,Cl,4,,,,,,,,,
11106,12469,C,6,H,4,Cl,3,N,,,,,,,,
11107,12470,C,6,H,2,I,4,,,,,,,,,
11108,12471,C,6,H,4,Cl,3,N,,,,,,,,
11109,12472,C,5,H,12,N,2,O,,,,,,,,
11110,12473,C,5,H,5,NO,2,,,,,,,,,
11111,12474,C,42,H,45,N,3,O,7,,,,,,,
11112,12475,C,8,H,8,O,3,,,,,,,,,
11113,12476,C,7,H,6,ClNO,2,,,,,,,,,
11114,12477,C,6,H,5,ClN,2,O,2,,,,,,,
11115,12478,C,14,H,19,NO,5,,,,,,,,,
11116,12479,C,10,H,10,O,4,,,,,,,,,
11117,12480,C,10,H,9,N,,,,,,,,,,
11118,12481,C,7,H,5,ClO,2,,,,,,,,,
11119,12483,C,12,H,14,O,4,,,,,,,,,
11120,12484,C,7,H,10,ClN,,,,,,,,,,
11121,12486,C,6,H,2,Br,4,,,,,,,,,
11122,12487,C,6,H,4,Cl,3,N,,,,,,,,
11123,12488,C,6,H,2,I,4,,,,,,,,,
11124,12489,C,5,H,7,N,,,,,,,,,,
11125,12490,C,8,H,6,O,5,,,,,,,,,
11126,12491,C,12,H,14,O,4,,,,,,,,,
11127,12492,C,14,H,20,ClN,3,O,3,S,,,,,,
11128,12493,C,6,H,16,BrN,,,,,,,,,,
11129,12495,C,6,H,4,INO,2,,,,,,,,,
11130,12496,C,54,H,105,AlO,6,,,,,,,,,
11131,12497,C,9,H,10,O,2,,,,,,,,,
11132,12498,C,11,H,17,Cl,2,N,5,,,,,,,
11133,12499,C,8,H,18,BrN,,,,,,,,,,
11134,12500,C,9,H,10,,,,,,,,,,,
11135,12503,C,9,H,11,Br,,,,,,,,,,
11136,12504,C,7,H,11,ClN,2,,,,,,,,,
11137,12505,C,6,H,4,ClNO,,,,,,,,,,
11138,12506,C,7,H,12,O,3,,,,,,,,,
11139,12507,C,9,H,10,O,,,,,,,,,,
11140,12508,C,6,H,12,O,2,,,,,,,,,
11141,12509,C,4,H,10,N,2,O,2,,,,,,,
11142,12510,C,6,H,4,ClI,,,,,,,,,,
11143,12511,C,6,H,8,O,2,,,,,,,,,
11144,12512,C,6,H,14,O,,,,,,,,,,
11145,12513,C,5,H,11,I,,,,,,,,,,
11146,12514,C,6,H,8,S,,,,,,,,,,
11147,12515,C,7,H,10,ClN,,,,,,,,,,
11148,12516,C,7,H,12,O,2,,,,,,,,,
11149,12518,C,6,H,13,NS,2,,,,,,,,,
11150,12519,C,6,H,5,PH,2,,,,,,,,,
11151,12520,C,18,H,36,O,3,,,,,,,,,
11152,12521,C,6,H,13,Cl,,,,,,,,,,
11153,12522,C,4,H,7,NO,3,,,,,,,,,
11154,12523,C,20,H,42,,,,,,,,,,,
11155,12524,C,4,H,6,O,2,,,,,,,,,
11156,12525,C,4,H,6,MnO,4,,,,,,,,,
11157,12526,C,8,H,16,N,2,O,2,S,2,,,,,
11158,12527,C,6,H,13,I,,,,,,,,,,
11159,12528,C,6,H,14,S,,,,,,,,,,
11160,12529,C,6,H,12,O,2,,,,,,,,,
11161,12530,C,13,H,26,O,2,,,,,,,,,
11162,12531,C,16,H,32,O,2,,,,,,,,,
11163,12532,C,18,H,35,N,,,,,,,,,,
11164,12533,C,18,H,36,O,,,,,,,,,,
11165,12534,C,23,H,48,,,,,,,,,,,
11166,12535,C,30,H,62,,,,,,,,,,,
11167,12536,C,24,H,32,O,6,,,,,,,,,
11168,12537,C,32,H,48,O,10,,,,,,,,,
11169,12538,C,29,H,42,O,11,,,,,,,,,
11170,12539,C,23,H,34,O,5,,,,,,,,,
11171,12540,C,18,H,15,ClSn,,,,,,,,,,
11172,12541,C,6,H,15,O,2,PS,3,,,,,,,
11173,12543,C,8,H,11,NO,2,S,,,,,,,,
11174,12544,C,26,H,43,NO,5,,,,,,,,,
11175,12545,C,18,H,19,NO,2,,,,,,,,,
11176,12547,C,21,H,36,,,,,,,,,,,
11177,12548,C,15,H,10,O,6,,,,,,,,,
11178,12549,C,24,H,18,,,,,,,,,,,
11179,12550,C,28,H,40,N,2,O,9,,,,,,,
11180,12551,C,9,H,13,N,3,O,2,,,,,,,
11181,12552,C,19,H,25,NO,,,,,,,,,,
11182,12553,C,17,H,15,NO,2,,,,,,,,,
11183,12555,C,19,H,23,N,3,O,,,,,,,,
11184,12556,C,9,H,9,NO,3,,,,,,,,,
11185,12558,C,7,H,13,N,,,,,,,,,,
11186,12559,C,55,H,103,NO,15,,,,,,,,,
11187,12560,C,37,H,67,NO,13,,,,,,,,,
11188,12561,C,9,H,13,N,,,,,,,,,,
11189,12562,C,8,H,6,N,2,O,6,,,,,,,
11190,12563,C,13,H,12,,,,,,,,,,,
11191,12564,C,13,H,12,,,,,,,,,,,
11192,12565,C,13,H,16,O,3,,,,,,,,,
11193,12566,C,13,H,12,,,,,,,,,,,
11194,12567,C,14,H,21,NO,3,,,,,,,,,
11195,12568,C,9,H,8,O,4,,,,,,,,,
11196,12569,C,14,H,10,O,2,S,2,,,,,,,
11197,12570,C,9,H,12,O,,,,,,,,,,
11198,12571,C,7,H,14,O,2,,,,,,,,,
11199,12572,C,10,H,16,N,4,O,3,,,,,,,
11200,12573,C,6,H,5,Cl,2,P,,,,,,,,
11201,12574,C,6,H,4,INO,2,,,,,,,,,
11202,12575,C,8,H,8,O,4,,,,,,,,,
11203,12576,C,7,H,6,N,2,O,3,,,,,,,
11204,12577,C,5,H,3,NO,5,,,,,,,,,
11205,12578,C,11,H,14,O,,,,,,,,,,
11206,12579,C,10,H,10,ClN,5,,,,,,,,,
11207,12580,C,9,H,12,O,,,,,,,,,,
11208,12581,C,9,H,9,N,,,,,,,,,,
11209,12582,C,8,H,14,O,,,,,,,,,,
11210,12584,C,3,H,4,N,4,O,2,,,,,,,
11211,12585,C,5,H,10,,,,,,,,,,,
11212,12586,C,3,H,6,O,2,,,,,,,,,
11213,12587,C,6,H,12,O,2,,,,,,,,,
11214,12588,C,22,H,44,O,2,,,,,,,,,
11215,12589,C,6,H,13,NO,2,,,,,,,,,
11216,12590,C,7,H,10,N,2,,,,,,,,,
11217,12591,C,19,H,38,O,2,,,,,,,,,
11218,12592,C,24,H,50,,,,,,,,,,,
11219,12594,C,19,H,28,O,5,S,,,,,,,,
11220,12595,C,18,H,22,O,2,,,,,,,,,
11221,12596,C,19,H,14,,,,,,,,,,,
11222,12597,C,6,H,10,O,4,,,,,,,,,
11223,12598,C,24,H,31,N,3,OS,,,,,,,,
11224,12599,C,10,H,14,N,5,O,6,P,,,,,,
11225,12600,C,7,H,14,O,7,,,,,,,,,
11226,12601,C,7,H,3,F,3,NNaO,3,,,,,,,
11227,12602,C,11,H,12,N,2,O,2,,,,,,,
11228,12603,C,20,H,28,ClNO,5,,,,,,,,,
11229,12604,C,20,H,27,NO,5,,,,,,,,,
11230,12605,C,12,H,10,N,4,,,,,,,,,
11231,12606,C,7,H,7,FN,2,O,,,,,,,,
11232,12607,C,8,H,4,ClF,3,N,2,,,,,,,
11233,12608,C,7,H,8,FOP,,,,,,,,,,
11234,12609,C,8,H,6,F,3,NO,,,,,,,,
11235,12611,C,7,H,12,FN,5,,,,,,,,,
11236,12612,C,7,H,7,FN,2,O,,,,,,,,
11237,12613,C,10,H,20,O,2,,,,,,,,,
11238,12614,C,8,H,12,,,,,,,,,,,
11239,12615,C,4,H,9,FO,2,S,,,,,,,,
11240,12616,C,4,H,8,F,2,O,2,S,,,,,,
11241,12617,C,8,H,17,Cl,2,NO,2,,,,,,,
11242,12618,C,4,H,12,ClN,,,,,,,,,,
11243,12619,C,7,H,15,F,,,,,,,,,,
11244,12620,C,22,H,46,O,,,,,,,,,,
11245,12621,C,4,H,12,BF,4,N,,,,,,,,
11246,12623,C,3,H,10,Sn,,,,,,,,,,
11247,12624,C,3,H,3,Cl,3,F,2,O,,,,,,
11248,12625,C,3,HBrClF,5,,,,,,,,,,,
11249,12626,C,4,H,2,F,7,NO,,,,,,,,
11250,12627,C,30,H,46,O,9,,,,,,,,,
11251,12628,C,14,H,20,N,2,O,3,S,,,,,,
11252,12629,C,22,H,40,O,7,,,,,,,,,
11253,12630,C,19,H,25,ClN,2,O,2,,,,,,,
11254,12631,C,19,H,24,N,2,O,2,,,,,,,
11255,12632,C,9,H,8,O,2,,,,,,,,,
11256,12633,C,13,H,22,BrNO,,,,,,,,,,
11257,12634,C,13,H,22,NO+,,,,,,,,,,
11258,12635,C,6,N,4,,,,,,,,,,,
11259,12636,C,10,H,12,ClNO,2,,,,,,,,,
11260,12637,C,7,H,15,N,,,,,,,,,,
